parkingDuration,tripDuration,ratio,Trip,tripFrom,tripTo,begin,end,mileage,tripDurationHour,parkingDurationHour,avgSpeed,maxSpeed,consumed,avgConsumed,timestampBegin,timestampEnd,datetimeBegin,datetimeEnd,xBegin,xEnd,yBegin,yEnd,nm
3.47,8.66,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '26 Apr 2022 14:46:27', 'v': 1651002387, 'y': -13.0937933333, 'x': -75.9885333333}","{'t': '26 Apr 2022 23:26:08', 'v': 1651033568, 'y': -12.19122, 'x': -76.9076616667}",225.0,8:39:41,3:28:15,26.0,86.0,14.0,16.1,1651002387,1651033568,2022-04-26 14:46:27,2022-04-26 23:26:08,-75.9885333333,-76.9076616667,-13.0937933333,-12.19122,BBC-924
2.67,7.46,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '27 Apr 2022 15:46:44', 'v': 1651092404, 'y': -13.0938766667, 'x': -75.9888833333}","{'t': '27 Apr 2022 23:14:12', 'v': 1651119252, 'y': -12.1911266667, 'x': -76.907615}",222.0,7:27:28,2:40:15,30.0,89.0,13.16,16.85,1651092404,1651119252,2022-04-27 15:46:44,2022-04-27 23:14:12,-75.9888833333,-76.907615,-13.0938766667,-12.1911266667,BBC-924
1.87,6.54,0.13,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '28 Apr 2022 17:08:54', 'v': 1651183734, 'y': -13.09386, 'x': -75.9888916667}","{'t': '28 Apr 2022 23:41:05', 'v': 1651207265, 'y': -12.1911883333, 'x': -76.9076533333}",222.0,6:32:11,1:52:12,34.0,88.0,14.2,15.62,1651183734,1651207265,2022-04-28 17:08:54,2022-04-28 23:41:05,-75.9888916667,-76.9076533333,-13.09386,-12.1911883333,BBC-924
2.95,7.79,0.12,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '29 Apr 2022 12:48:27', 'v': 1651254507, 'y': -13.0938733333, 'x': -75.9888916667}","{'t': '29 Apr 2022 20:35:51', 'v': 1651282551, 'y': -12.1912416667, 'x': -76.907685}",222.0,7:47:24,2:57:14,29.0,77.0,13.41,16.58,1651254507,1651282551,2022-04-29 12:48:27,2022-04-29 20:35:51,-75.9888916667,-76.907685,-13.0938733333,-12.1912416667,BBC-924
8.08,13.29,0.14,Mina Cerro Lindo - Cementos Inka,Mina Cerro Lindo,Cementos Inka,"{'t': '01 May 2022 07:20:36', 'v': 1651407636, 'y': -13.093905, 'x': -75.9888833333}","{'t': '01 May 2022 20:38:13', 'v': 1651455493, 'y': -11.9921866667, 'x': -76.9019316667}",256.0,13:17:37,8:05:02,19.0,81.0,17.16,14.9,1651407636,1651455493,2022-05-01 07:20:36,2022-05-01 20:38:13,-75.9888833333,-76.9019316667,-13.093905,-11.9921866667,BBC-924
2.15,7.19,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '02 May 2022 14:32:17', 'v': 1651519937, 'y': -13.0938033333, 'x': -75.9885183333}","{'t': '02 May 2022 21:43:40', 'v': 1651545820, 'y': -12.1911433333, 'x': -76.907615}",225.0,7:11:23,2:09:14,31.0,87.0,13.14,17.14,1651519937,1651545820,2022-05-02 14:32:17,2022-05-02 21:43:40,-75.9885183333,-76.907615,-13.0938033333,-12.1911433333,BBC-924
0.84,5.66,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '03 May 2022 13:49:00', 'v': 1651603740, 'y': -13.0937983333, 'x': -75.9885716667}","{'t': '03 May 2022 19:28:44', 'v': 1651624124, 'y': -12.191145, 'x': -76.9076233333}",222.0,5:39:44,0:50:08,39.0,81.0,12.95,17.14,1651603740,1651624124,2022-05-03 13:49:00,2022-05-03 19:28:44,-75.9885716667,-76.9076233333,-13.0937983333,-12.191145,BBC-924
1.85,6.64,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '04 May 2022 16:48:38', 'v': 1651700918, 'y': -13.0937933333, 'x': -75.9885716667}","{'t': '04 May 2022 23:27:18', 'v': 1651724838, 'y': -12.1911566667, 'x': -76.907615}",222.0,6:38:40,1:51:08,33.0,76.0,12.31,18.0,1651700918,1651724838,2022-05-04 16:48:38,2022-05-04 23:27:18,-75.9885716667,-76.907615,-13.0937933333,-12.1911566667,BBC-924
1.06,5.76,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '05 May 2022 16:25:10', 'v': 1651785910, 'y': -13.09363, 'x': -75.988335}","{'t': '05 May 2022 22:10:31', 'v': 1651806631, 'y': -12.19116, 'x': -76.90757}",222.0,5:45:21,1:03:37,38.0,80.0,12.94,17.13,1651785910,1651806631,2022-05-05 16:25:10,2022-05-05 22:10:31,-75.988335,-76.90757,-13.09363,-12.19116,BBC-924
1.41,6.26,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '06 May 2022 15:21:39', 'v': 1651868499, 'y': -13.093875, 'x': -75.9888916667}","{'t': '06 May 2022 21:37:23', 'v': 1651891043, 'y': -12.19112, 'x': -76.907615}",221.0,6:15:44,1:24:42,35.0,85.0,13.12,16.87,1651868499,1651891043,2022-05-06 15:21:39,2022-05-06 21:37:23,-75.9888916667,-76.907615,-13.093875,-12.19112,BBC-924
6.36,11.37,0.13,Mina Cerro Lindo - Cementos Inka,Mina Cerro Lindo,Cementos Inka,"{'t': '08 May 2022 08:43:44', 'v': 1652017424, 'y': -13.0938166667, 'x': -75.988495}","{'t': '08 May 2022 20:06:02', 'v': 1652058362, 'y': -11.9921583333, 'x': -76.9018633333}",253.0,11:22:18,6:21:49,22.0,92.0,15.44,16.38,1652017424,1652058362,2022-05-08 08:43:44,2022-05-08 20:06:02,-75.988495,-76.9018633333,-13.0938166667,-11.9921583333,BBC-924
0.57,5.39,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '09 May 2022 15:28:09', 'v': 1652128089, 'y': -13.0938333333, 'x': -75.9888083333}","{'t': '09 May 2022 20:51:39', 'v': 1652147499, 'y': -12.1912016667, 'x': -76.9077}",221.0,5:23:30,0:34:08,41.0,80.0,12.9,17.16,1652128089,1652147499,2022-05-09 15:28:09,2022-05-09 20:51:39,-75.9888083333,-76.9077,-13.0938333333,-12.1912016667,BBC-924
0.67,5.59,0.15,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '10 Feb 2022 16:57:53', 'v': 1644530273, 'y': -13.09387, 'x': -75.988815}","{'t': '10 Feb 2022 22:33:28', 'v': 1644550408, 'y': -12.191265, 'x': -76.9076683333}",225.0,5:35:35,0:40:06,40.0,86.0,17.16,13.1,1644530273,1644550408,2022-02-10 16:57:53,2022-02-10 22:33:28,-75.988815,-76.9076683333,-13.09387,-12.191265,BBC-929
1.72,6.8,0.14,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '11 Feb 2022 13:50:58', 'v': 1644605458, 'y': -13.093875, 'x': -75.9889066667}","{'t': '11 Feb 2022 20:39:00', 'v': 1644629940, 'y': -12.191195, 'x': -76.9076766667}",225.0,6:48:02,1:43:07,33.0,85.0,17.5,12.87,1644605458,1644629940,2022-02-11 13:50:58,2022-02-11 20:39:00,-75.9889066667,-76.9076766667,-13.093875,-12.191195,BBC-929
4.41,9.38,0.15,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '12 Feb 2022 13:22:12', 'v': 1644690132, 'y': -13.0938816667, 'x': -75.9889066667}","{'t': '12 Feb 2022 22:44:44', 'v': 1644723884, 'y': -12.19122, 'x': -76.9076766667}",226.0,9:22:32,4:24:34,24.0,82.0,17.93,12.58,1644690132,1644723884,2022-02-12 13:22:12,2022-02-12 22:44:44,-75.9889066667,-76.9076766667,-13.0938816667,-12.19122,BBC-929
27.83,33.49,0.15,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '13 Feb 2022 11:51:36', 'v': 1644771096, 'y': -13.0938833333, 'x': -75.9888383333}","{'t': '14 Feb 2022 21:21:17', 'v': 1644891677, 'y': -12.1911466667, 'x': -76.9076533333}",226.0,1 days 9:29:41,1 days 3:49:32,7.0,85.0,20.89,10.8,1644771096,1644891677,2022-02-13 11:51:36,2022-02-14 21:21:17,-75.9888383333,-76.9076533333,-13.0938833333,-12.1911466667,BBC-929
2.74,7.7,0.14,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '15 Feb 2022 14:42:18', 'v': 1644954138, 'y': -13.0939016667, 'x': -75.9888533333}","{'t': '15 Feb 2022 22:24:00', 'v': 1644981840, 'y': -12.1911416667, 'x': -76.9076}",222.0,7:41:42,2:44:14,29.0,86.0,17.14,12.95,1644954138,1644981840,2022-02-15 14:42:18,2022-02-15 22:24:00,-75.9888533333,-76.9076,-13.0939016667,-12.1911416667,BBC-929
1.89,7.02,0.14,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '16 Feb 2022 13:57:08', 'v': 1645037828, 'y': -13.0938616667, 'x': -75.9889}","{'t': '16 Feb 2022 20:58:31', 'v': 1645063111, 'y': -12.191205, 'x': -76.907585}",222.0,7:01:23,1:53:09,32.0,78.0,17.46,12.69,1645037828,1645063111,2022-02-16 13:57:08,2022-02-16 20:58:31,-75.9889,-76.907585,-13.0938616667,-12.191205,BBC-929
1.42,6.35,0.14,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '01 Mar 2022 12:38:05', 'v': 1646156285, 'y': -13.0937883333, 'x': -75.9887016667}","{'t': '01 Mar 2022 18:59:06', 'v': 1646179146, 'y': -12.1912566667, 'x': -76.90773}",221.0,6:21:01,1:25:10,35.0,83.0,16.37,13.5,1646156285,1646179146,2022-03-01 12:38:05,2022-03-01 18:59:06,-75.9887016667,-76.90773,-13.0937883333,-12.1912566667,BBC-929
52.5,58.14,0.15,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '03 Mar 2022 09:01:42', 'v': 1646316102, 'y': -13.09378, 'x': -75.988685}","{'t': '05 Mar 2022 19:10:18', 'v': 1646525418, 'y': -12.1911683333, 'x': -76.9076083333}",225.0,2 days 10:08:36,2 days 4:30:00,4.0,83.0,20.0,11.26,1646316102,1646525418,2022-03-03 09:01:42,2022-03-05 19:10:18,-75.988685,-76.9076083333,-13.09378,-12.1911683333,BBC-929
11.66,16.78,0.09,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '20 Apr 2022 07:21:24', 'v': 1650457284, 'y': -13.0938833333, 'x': -75.9889066667}","{'t': '21 Apr 2022 00:08:01', 'v': 1650517681, 'y': -12.1912483333, 'x': -76.907685}",225.0,16:46:37,11:39:54,13.0,86.0,10.9,20.62,1650457284,1650517681,2022-04-20 07:21:24,2022-04-21 00:08:01,-75.9889066667,-76.907685,-13.0938833333,-12.1912483333,BBC-929
4.6,9.78,0.08,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '21 Apr 2022 13:33:30', 'v': 1650566010, 'y': -13.0938683333, 'x': -75.9889}","{'t': '21 Apr 2022 23:20:23', 'v': 1650601223, 'y': -12.19126, 'x': -76.9077383333}",222.0,9:46:53,4:36:12,23.0,83.0,9.93,22.33,1650566010,1650601223,2022-04-21 13:33:30,2022-04-21 23:20:23,-75.9889,-76.9077383333,-13.0938683333,-12.19126,BBC-929
4.37,9.49,0.09,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '22 Apr 2022 14:36:22', 'v': 1650656182, 'y': -13.093875, 'x': -75.9888916667}","{'t': '23 Apr 2022 00:05:47', 'v': 1650690347, 'y': -12.1912, 'x': -76.9076766667}",226.0,9:29:25,4:22:29,24.0,83.0,10.59,21.31,1650656182,1650690347,2022-04-22 14:36:22,2022-04-23 00:05:47,-75.9888916667,-76.9076766667,-13.093875,-12.1912,BBC-929
6.07,11.04,0.08,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '23 Apr 2022 13:59:00', 'v': 1650740340, 'y': -13.0938766667, 'x': -75.9889066667}","{'t': '24 Apr 2022 01:01:15', 'v': 1650780075, 'y': -12.191285, 'x': -76.907715}",225.0,11:02:15,6:04:28,20.0,82.0,9.74,23.07,1650740340,1650780075,2022-04-23 13:59:00,2022-04-24 01:01:15,-75.9889066667,-76.907715,-13.0938766667,-12.191285,BBC-929
4.91,9.6,0.09,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '25 Apr 2022 13:19:35', 'v': 1650910775, 'y': -13.09386, 'x': -75.9889066667}","{'t': '25 Apr 2022 22:55:42', 'v': 1650945342, 'y': -12.191125, 'x': -76.9076316667}",222.0,9:36:07,4:54:22,23.0,92.0,9.83,22.6,1650910775,1650945342,2022-04-25 13:19:35,2022-04-25 22:55:42,-75.9889066667,-76.9076316667,-13.09386,-12.191125,BBC-929
2.22,6.92,0.1,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '26 Apr 2022 13:39:36', 'v': 1650998376, 'y': -13.0937266667, 'x': -75.9884416667}","{'t': '26 Apr 2022 20:35:02', 'v': 1651023302, 'y': -12.19125, 'x': -76.9076683333}",222.0,6:55:26,2:13:20,32.0,88.0,11.8,18.78,1650998376,1651023302,2022-04-26 13:39:36,2022-04-26 20:35:02,-75.9884416667,-76.9076683333,-13.0937266667,-12.19125,BBC-929
5.04,9.92,0.1,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '27 Apr 2022 13:18:07', 'v': 1651083487, 'y': -13.0938, 'x': -75.9886166667}","{'t': '27 Apr 2022 23:13:16', 'v': 1651119196, 'y': -12.1911633333, 'x': -76.9076616667}",221.0,9:55:09,5:02:27,22.0,92.0,11.65,19.02,1651083487,1651119196,2022-04-27 13:18:07,2022-04-27 23:13:16,-75.9886166667,-76.9076616667,-13.0938,-12.1911633333,BBC-929
1.94,6.55,0.1,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '28 Apr 2022 17:09:32', 'v': 1651183772, 'y': -13.09387, 'x': -75.98883}","{'t': '28 Apr 2022 23:42:24', 'v': 1651207344, 'y': -12.1911733333, 'x': -76.907615}",221.0,6:32:52,1:56:10,34.0,87.0,11.28,19.62,1651183772,1651207344,2022-04-28 17:09:32,2022-04-28 23:42:24,-75.98883,-76.907615,-13.09387,-12.1911733333,BBC-929
1.6,6.4,0.09,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '29 Apr 2022 16:37:43', 'v': 1651268263, 'y': -13.0938783333, 'x': -75.9888916667}","{'t': '29 Apr 2022 23:01:38', 'v': 1651291298, 'y': -12.1911533333, 'x': -76.9076233333}",222.0,6:23:55,1:36:03,35.0,79.0,9.92,22.34,1651268263,1651291298,2022-04-29 16:37:43,2022-04-29 23:01:38,-75.9888916667,-76.9076233333,-13.0938783333,-12.1911533333,BBC-929
35.89,40.68,0.1,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '01 May 2022 07:20:44', 'v': 1651407644, 'y': -13.0938566667, 'x': -75.9887383333}","{'t': '03 May 2022 00:01:32', 'v': 1651554092, 'y': -12.1911816667, 'x': -76.9076616667}",225.0,1 days 16:40:48,1 days 11:53:20,6.0,79.0,11.52,19.54,1651407644,1651554092,2022-05-01 07:20:44,2022-05-03 00:01:32,-75.9887383333,-76.9076616667,-13.0938566667,-12.1911816667,BBC-929
1.84,6.45,0.09,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '03 May 2022 12:11:08', 'v': 1651597868, 'y': -13.0938933333, 'x': -75.9889}","{'t': '03 May 2022 18:38:16', 'v': 1651621096, 'y': -12.1911516667, 'x': -76.9076083333}",221.0,6:27:08,1:50:20,34.0,81.0,10.36,21.36,1651597868,1651621096,2022-05-03 12:11:08,2022-05-03 18:38:16,-75.9889,-76.9076083333,-13.0938933333,-12.1911516667,BBC-929
7.81,13.04,0.07,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '05 May 2022 07:35:54', 'v': 1651754154, 'y': -13.0938666667, 'x': -75.9889}","{'t': '05 May 2022 20:38:28', 'v': 1651801108, 'y': -12.19122, 'x': -76.9076766667}",226.0,13:02:34,7:48:22,17.0,86.0,9.33,24.21,1651754154,1651801108,2022-05-05 07:35:54,2022-05-05 20:38:28,-75.9889,-76.9076766667,-13.0938666667,-12.19122,BBC-929
1.27,5.92,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '06 May 2022 15:21:20', 'v': 1651868480, 'y': -13.093895, 'x': -75.9889}","{'t': '06 May 2022 21:16:30', 'v': 1651889790, 'y': -12.1911433333, 'x': -76.9076316667}",222.0,5:55:10,1:16:08,38.0,81.0,12.82,17.33,1651868480,1651889790,2022-05-06 15:21:20,2022-05-06 21:16:30,-75.9889,-76.9076316667,-13.093895,-12.1911433333,BBC-929
1.22,5.99,0.11,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '07 May 2022 15:32:22', 'v': 1651955542, 'y': -13.09377, 'x': -75.988525}","{'t': '07 May 2022 21:31:35', 'v': 1651977095, 'y': -12.191175, 'x': -76.9076083333}",222.0,5:59:13,1:13:03,37.0,80.0,12.73,17.44,1651955542,1651977095,2022-05-07 15:32:22,2022-05-07 21:31:35,-75.988525,-76.9076083333,-13.09377,-12.191175,BBC-929
25.94,30.99,0.08,Mina Cerro Lindo - Unacem,Mina Cerro Lindo,Unacem,"{'t': '08 May 2022 15:45:43', 'v': 1652042743, 'y': -13.09379, 'x': -75.9885866667}","{'t': '09 May 2022 22:44:52', 'v': 1652154292, 'y': -12.19125, 'x': -76.9076916667}",225.0,1 days 6:59:09,1 days 1:56:21,7.0,81.0,9.72,23.13,1652042743,1652154292,2022-05-08 15:45:43,2022-05-09 22:44:52,-75.9885866667,-76.9076916667,-13.09379,-12.19125,BBC-929
